id_emp,Name,Apellido,birth_date,Gender,area,salary,star_date,finish_date,promotion_date,type
01-1268137,Loreen,Bewicke,1/24/1981,mujer,Engineering," $108,910 ",10/03/2009,"2017-07-19 18:48:18 UTC",,1
01-1280118,Tannie,Dillamore,10/03/2000,mujer,Sales," $163,542 ",8/27/2002,,,1
01-1409605,Cayla,Hubbis,5/25/1975,mujer,"Product Management"," $101,503 ",11/19/2015,,,0
01-1414652,Cleavland,Dodridge,08/11/1974,hombre,Engineering," $94,617 ",02/08/2011,,,0
01-1504920,Leyla,Stiell,1/29/1995,mujer,Training," $179,568 ",01/10/2010,,,1
01-1531866,Brier,Mansel,11/04/1991,hombre,"Business Development"," $94,099 ",01/02/2004,,,1
01-1552788,Manon,Sive,11/12/1989,hombre,Engineering," $133,399 ",4/15/2018,,,0
01-1627226,Clementine,Chatain,7/13/1970,hombre,"Research and Development"," $114,016 ",3/31/2018,,,1
01-1660610,Xenos,Vallerine,09/03/1972,mujer,Training," $156,861 ",06/03/2006,"2007-07-15 21:30:35 UTC",,1
01-1732321,Roddy,Dimanche,9/28/1971,mujer,Engineering," $109,548 ",7/29/2018,,,0
01-1734242,Munmro,Keirl,7/21/1994,mujer,Services," $106,276 ",6/13/2016,"2036-05-28 08:45:04 UTC",,0
01-1808657,Wallie,Kemet,2/27/1977,mujer,Accounting," $71,623 ",01/12/2009,,,0
01-1814975,Nell,Mepsted,06/07/1984,hombre,Services," $174,117 ",9/27/2008,,,0
01-1836101,Montague,Snooks,8/16/2001,hombre,Services," $96,615 ",8/20/2003,,,1
01-1941908,Sue,Zelake,12/30/1988,mujer,"Human Resources"," $112,844 ",05/02/2018,,,0
01-1960711,Allegra,Drury,01/02/1990,hombre,"Human Resources"," $107,129 ",1/29/2005,,,0
01-1978400,Janie,Schiefersten,8/19/1992,mujer,"Human Resources"," $180,553 ",2/18/2006,,,1
01-2020198,Piper,Murcutt,2/28/1997,hombre,Services," $81,291 ",4/19/2013,,,1
01-2088180,Noemi,Veljes,1/15/1971,mujer,Sales," $97,116 ",4/19/2018,,,1
01-2097413,Hugues,Balog,12/19/1975,hombre,Engineering," $133,393 ",07/07/2004,"2010-04-08 02:34:32 UTC",,0
01-2132667,Ginnifer,Worssam,8/23/1990,hombre,Engineering," $68,321 ",04/08/2010,,,1
01-2171203,Darelle,Beall,2/28/1987,mujer,Engineering," $102,355 ",12/06/2005,,,0
01-2267883,Gamaliel,Cowsby,05/03/1975,hombre,Engineering," $84,350 ",7/31/2005,,,0
01-2313150,Bee,Daymond,3/21/1994,hombre,Accounting," $114,767 ",11/10/2006,,,1
01-2328373,Ced,Grutchfield,05/10/1980,hombre,"Business Development"," $69,598 ",03/01/2019,,,0
01-2355796,Aila,Seares,10/15/1974,mujer,"Human Resources"," $113,025 ",1/18/2020,,,1
01-2363709,Yorker,Tritton,5/19/1999,hombre,Engineering," $176,068 ",11/10/2000,,,0
01-2387075,Rubi,Simmins,04/02/1974,mujer,Services," $136,654 ",9/28/2019,,,1
01-2451586,Timi,Cunnah,11/08/1994,mujer,"Business Development"," $114,797 ",4/19/2003,,,0
01-2465977,Hube,Simmig,8/20/1981,hombre,"Product Management"," $150,927 ",2/16/2009,,,1
01-2470877,Nixie,Very,11/19/1970,hombre,Training," $137,289 ",04/11/2015,"2029-05-09 00:52:12 UTC",,1
01-2488429,Shelagh,Gilfether,9/15/1996,hombre,Marketing," $122,158 ",1/25/2001,,,0
01-2541527,Augustina,Bradnam,01/10/1984,hombre,Legal," $163,331 ",10/24/2008,,,1
01-2612988,Avigdor,Date,4/30/1999,mujer,"Human Resources"," $120,702 ",01/05/2007,,,1
01-2630437,Shellysheldon,Wilks,10/02/2001,mujer,"Business Development"," $173,005 ",6/17/2018,,,0
01-2645802,Samaria,Chalcot,9/24/1969,mujer,"Human Resources"," $138,784 ",7/31/2011,,,1
01-2689848,Editha,Shimmings,3/17/1968,hombre,Engineering," $128,212 ",10/13/2008,,,0
01-2788678,Kaylil,Horning,5/28/1986,mujer,Marketing," $121,218 ",9/27/2002,,,0
01-2879659,Forrester,Dowden,3/14/1967,hombre,Engineering," $154,281 ",10/16/2004,,,0
01-2937041,Hussein,Barff,9/25/1997,hombre,Accounting," $76,381 ",9/16/2010,,,0
01-2960698,Anallise,Ingraham,07/12/1967,hombre,Engineering," $119,826 ",2/14/2010,,,0
01-3002835,Imojean,Cleaton,3/20/1970,hombre,"Business Development"," $178,445 ",08/03/2002,,,1
01-3016077,Manny,Cleft,11/01/1965,hombre,Engineering," $106,997 ",9/30/2003,,,1
01-3018825,Franzen,Londors,12/03/1967,mujer,Sales," $126,494 ",12/15/2003,"2010-12-03 02:26:18 UTC",,1
01-3159066,Delaney,Padell,12/04/1972,hombre,Accounting," $161,277 ",8/17/2015,,,0
01-3233687,Quinlan,Rayson,09/11/1966,hombre,"Human Resources"," $78,456 ",11/08/2013,,,1
01-3364844,Lyda,Greaterex,2/17/1980,hombre,"Human Resources"," $176,676 ",2/13/2001,,,0
01-3541845,Gusella,Tavner,4/14/1994,hombre,"Research and Development"," $126,058 ",3/13/2012,,,1
01-3665845,Abagael,"    Wildin",12/27/1971,mujer,Sales," $128,750 ",8/17/2003,,"August 29, 2022",0
01-3741902,Riki,Purrier,11/23/1979,hombre,"Business Development"," $96,966 ",7/19/2019,,,0
01-3752254,Bryn,Lomb,11/14/1995,hombre,Accounting," $149,590 ",3/29/2004,"2025-04-23 14:38:19 UTC",,1
01-3753257,Kizzee,Horick,01/04/1995,mujer,Services," $161,612 ",5/31/2016,,,0
01-3784389,Fenelia,Ducham,3/31/1966,hombre,Services," $115,046 ",8/31/2016,,,0
01-3900995,Gerome,Lambird,06/02/1992,hombre,Training," $71,888 ",6/28/2019,,,0
01-3904693,Vanda,Wildber,1/26/1988,mujer,Engineering," $154,982 ",1/17/2014,,,1
01-3920526,Jeffry,Morando,03/02/1998,mujer,Accounting," $92,721 ",5/29/2012,,,1
01-3950822,Jaquenetta,Otham,2/15/2001,hombre,Accounting," $158,086 ",03/04/2003,"2012-05-12 11:17:23 UTC",,1
01-3970659,Ericka,Donwell,12/17/1981,mujer,Engineering," $175,201 ",1/17/2004,,,1
01-3999156,Sam,Boyett,04/12/1990,hombre,Services," $163,031 ",5/26/2005,"2017-02-12 21:19:29 UTC",,0
01-4138486,Lynea,Handman,8/17/1980,hombre,Engineering," $90,614 ",06/03/2008,,,1
01-4149921,Katya,Rannald,03/01/2000,hombre,"Business Development"," $129,267 ",5/19/2003,,,1
01-4227090,Ethelind,Bransdon,2/28/1988,mujer,Accounting," $81,383 ",07/04/2002,,,0
01-4228010,Gertruda,Prudham,6/20/1967,hombre,"Business Development"," $141,543 ",6/17/2020,,,0
01-4236217,Melissa,Chazotte,12/22/1998,hombre,"Human Resources"," $144,553 ",04/01/2010,"2015-01-12 13:19:53 UTC",,1
01-4276406,Nari,McGarrell,2/18/1980,mujer,Engineering," $174,984 ",02/12/2002,,,0
01-4278390,Godfrey,Mourge,9/22/1972,mujer,Engineering," $103,488 ",08/07/2014,,,1
01-4278780,Ysabel,Evetts,02/03/1975,hombre,Accounting," $84,817 ",06/09/2015,,,1
01-4279334,Marya,Gabbotts,2/23/1986,hombre,"Research and Development"," $177,373 ",03/02/2001,"2019-07-24 21:54:17 UTC",,0
01-4289996,Luca,Caslett,08/07/1971,mujer,Services," $75,455 ",01/03/2010,,,0
01-4335725,Godfrey,Rathe,6/21/1966,hombre,Engineering," $139,387 ",2/25/2004,,,1
01-4338312,Ricki,Lowde,11/16/1981,mujer,"Business Development"," $81,628 ",11/21/2000,,,1
01-4377551,Valaree,Jones,10/22/1979,mujer,Services," $175,476 ",03/05/2007,,,1
01-4425713,Jocelyn,Gothrup,10/04/1989,hombre,"Human Resources"," $128,750 ",6/26/2005,,,0
01-4458473,Mabelle,Lamping,8/18/2000,hombre,Accounting," $137,771 ",8/19/2014,,,0
01-4497883,Brew,Borrott,02/07/1992,hombre,"Product Management"," $150,533 ",06/05/2008,,,0
01-4570713,Dalila,Stobbs,11/08/1977,hombre,Engineering," $81,417 ",8/29/2018,,,1
01-4613458,Harmonia,McGoon,12/28/1992,hombre,Engineering," $149,426 ",10/06/2009,"2016-04-05 20:55:10 UTC",,0
01-4620408,Linzy,Geeves,9/21/1981,hombre,Engineering," $141,586 ",7/24/2008,"2020-01-21 12:13:17 UTC",,1
01-4624711,Nanon,Boycott,09/10/1988,mujer,Accounting," $99,613 ",7/25/2007,,,0
01-4659570,Ernest,Hitzschke,10/20/1969,hombre,Engineering," $164,810 ",12/14/2008,,,1
01-4684900,Lalo,O'Hannay,07/08/1996,hombre,Engineering," $113,589 ",9/16/2008,,,0
01-4807422,Brina,Gabbetis,11/29/1997,mujer,"Business Development"," $88,835 ",05/07/2005,"2017-12-10 07:27:44 UTC",,0
01-4810979,Rosamond,Casetti,9/18/1980,mujer,Training," $139,428 ",10/09/2001,,,1
01-4857076,Goddart,Bramford,5/26/1979,hombre,Accounting," $132,301 ",04/12/2019,,,1
01-4886962,Phaedra,Kolczynski,02/02/1991,mujer,Training," $114,461 ",11/02/2012,,,1
01-4913209,Alexina,Cumesky,12/03/1987,hombre,Engineering," $88,313 ",07/06/2014,"2028-10-21 07:08:16 UTC",,1
01-4928191,Duane,Hegley,3/22/1973,hombre,Training," $167,322 ",04/03/2018,,,0
01-4984757,Gwynne,Elesander,12/20/1978,hombre,Engineering," $87,646 ",07/09/2002,"2007-11-28 02:00:57 UTC",,1
01-5000513,Cherye,Braycotton,11/03/2001,mujer,Engineering," $71,565 ",08/08/2012,,,0
01-5051565,Merrielle,Scottesmoor,4/20/1987,hombre,Engineering," $77,951 ",08/07/2009,"2030-03-17 13:45:06 UTC",,1
01-5086800,Abbey,Ethridge,7/26/1990,mujer,Sales," $72,702 ",09/10/2016,,,1
01-5132160,Ruprecht,Leander,07/11/1967,mujer,"Business Development"," $149,604 ",3/20/2007,,,0
01-5140944,Clarence,Izakovitz,01/10/2000,hombre,"Business Development"," $140,943 ",04/05/2012,,,0
01-5188629,Shirline,Sprake,2/15/1969,hombre,"Product Management"," $95,946 ",03/02/2016,"2023-04-08 15:09:59 UTC",,1
01-5194896,Gay,Maasz,9/29/1969,mujer,Engineering," $66,030 ",8/25/2010,"2026-09-21 15:01:23 UTC",,1
01-5197804,Kellen,Huffy,09/11/1991,mujer,Services," $76,297 ",1/21/2015,,,1
01-5212721,Winnifred,Bartel,8/15/1973,hombre,Engineering," $182,660 ",08/11/2001,,,0
01-5310504,Kile,Zannolli,06/07/1982,mujer,"Human Resources"," $178,933 ",04/02/2013,"2028-07-17 22:35:07 UTC",,1
01-5332751,Wallie,Trumper,1/17/1970,mujer,Accounting," $78,299 ",8/22/2011,,,0
01-5377792,Udall,Beastall,03/10/1972,mujer,Engineering," $148,130 ",9/27/2001,,,1
01-5414755,Aksel,"Sainte Paul",05/03/1982,mujer,Accounting," $173,862 ",06/02/2013,,,0
01-5439970,Ian,Hens,7/22/1988,mujer,Engineering," $119,267 ",11/04/2002,,,0
01-5511863,Ogden,McGeraghty,6/15/1975,mujer,"Product Management"," $77,512 ",02/11/2002,,,0
01-5543216,Meghann,McNaughton,7/18/1976,mujer,Engineering," $148,820 ",03/01/2002,,,1
01-5560541,Neil,Spurier,10/09/1982,hombre,Support," $180,805 ",5/19/2013,"2014-02-15 11:48:55 UTC",,0
01-5595346,Seline,Rzehorz,07/05/1976,mujer,Training," $158,894 ",08/06/2008,,,0
01-5629059,Aggy,Heinzler,04/10/1993,mujer,Engineering," $154,300 ",2/26/2019,,,1
01-5815328,Jobina,Skillings,5/31/1997,hombre,Engineering," $107,818 ",6/16/2007,,,1
01-5869912,Salvatore,Woodvine,12/13/1985,mujer,"Human Resources"," $128,023 ",8/16/2007,,,1
01-5888187,Brooke,Leijs,04/01/1995,hombre,Marketing," $95,382 ",06/08/2003,,,0
01-5891249,Jordan,Crust,7/26/1980,mujer,Services," $172,896 ",8/15/2015,"2030-02-23 12:25:16 UTC",,0
01-5926286,Vivi,Conerding,2/25/1974,hombre,"Business Development"," $152,985 ",11/07/2004,"2017-12-10 23:00:20 UTC",,0
01-5930949,Mathias,Jindracek,05/03/1978,mujer,Services," $87,135 ",8/22/2004,,,0
01-5945630,Gisella,Iltchev,2/18/1999,mujer,Accounting," $181,518 ",10/06/2014,"2024-08-05 03:16:16 UTC",,0
01-6093681,Kattie,Fransinelli,12/08/1971,mujer,Training," $81,789 ",02/02/2002,,,0
01-6119292,Bran,Goater,7/29/1969,mujer,Engineering," $162,322 ",7/18/2009,,,0
01-6155654,Milty,Halmkin,10/30/1971,mujer,Engineering," $68,732 ",6/25/2001,,,0
01-6192162,Timoteo,Clavey,8/14/1987,hombre,Engineering," $132,640 ",01/08/2018,,,1
01-6295694,Quintina,Fatkin,4/19/1989,hombre,Sales," $155,477 ",2/28/2014,,,0
01-6312121,Clayborne,Tordiffe,12/23/1993,hombre,"Business Development"," $133,652 ",7/16/2002,,,1
01-6322845,Carlotta,Fogel,12/24/1983,mujer,"Product Management"," $105,997 ",1/31/2013,,,1
01-6437411,"Jo ann",Deegin,02/11/1978,hombre,Engineering," $180,840 ",12/25/2014,,,0
01-6495249,Colby,Tylor,4/19/1982,hombre,Accounting," $160,673 ",4/16/2011,,,0
01-6555347,Brittney,Ivison,12/15/1975,hombre,Services," $151,166 ",02/03/2001,,,1
01-6675581,Adolph,Gannaway,12/27/1968,hombre,"Human Resources"," $100,852 ",9/22/2018,"2036-09-22 09:47:23 UTC",,1
01-6693422,Kenyon,Bramford,1/14/1970,hombre,Engineering," $141,129 ",5/28/2006,"2018-12-10 05:44:18 UTC",,1
01-6696887,Maximilien,Hardstaff,12/27/1986,mujer,Engineering," $66,547 ",6/28/2011,,,1
01-6720875,Madelina,McMurtyr,9/28/1992,mujer,Engineering," $148,970 ",9/14/2013,,,0
01-6820916,Aluino,Hay,12/15/1971,mujer,Training," $150,227 ",4/17/2002,,,1
01-6845961,Darrick,Kimbling,09/04/1967,mujer,Engineering," $138,720 ",3/20/2002,"2012-06-25 21:54:19 UTC",,1
01-6945383,Margarete,Arnull,7/26/1990,hombre,"Research and Development"," $153,176 ",11/02/2003,"2008-08-02 14:57:23 UTC",,0
01-6978020,Caitrin,Renzo,5/14/1992,mujer,Accounting," $145,825 ",01/06/2003,,,0
01-7042966,Cassie,Stawell,04/01/1993,mujer,Sales," $153,930 ",11/25/2011,,,1
01-7115203,Gillian,Dorrell,5/19/1999,hombre,Engineering," $182,357 ",07/05/2009,,,0
01-7152335,Harv,Fouracres,1/20/1968,hombre,Support," $68,579 ",7/14/2016,,,1
01-7178787,Dyana,Ferrarese,9/20/1969,hombre,Training," $152,623 ",5/23/2006,,,1
01-7201642,Harley,"St. Quintin",11/23/1975,mujer,Engineering," $87,050 ",06/01/2019,"2026-03-22 13:10:14 UTC",,0
01-7205028,Lexie,Powers,2/17/1971,hombre,Services," $119,631 ",9/13/2016,,,0
01-7283521,Lacee,Gotter,11/22/1997,hombre,Accounting," $104,965 ",8/18/2010,,,1
01-7306927,Alic,Wilcinskis,12/29/1990,hombre,"Human Resources"," $172,784 ",4/19/2004,,,0
01-7331210,Lisle,Laborde,3/29/1981,hombre,Accounting," $158,307 ",10/24/2014,,,0
01-7368774,Bil,Lancastle,9/30/1973,hombre,Training," $119,120 ",1/28/2014,,,0
01-7405105,Terrill,Denerley,12/23/1988,mujer,Services," $128,848 ",11/02/2011,"2015-10-19 21:15:21 UTC",,0
01-7446563,Iolande,Patchett,11/07/1965,hombre,Engineering," $109,705 ",3/24/2005,"2006-12-13 03:12:33 UTC",,1
01-7619154,Saul,Mayman,6/28/1972,mujer,Engineering," $78,359 ",04/09/2003,,,1
01-7662642,Nolly,Bayston,1/23/1994,mujer,Services," $164,372 ",08/06/2004,,,0
01-7681796,Michael,Girke,8/28/1967,hombre,Accounting," $120,609 ",8/28/2012,,,0
01-7713037,Rory,Wentworth,12/23/1979,hombre,Sales," $83,088 ",3/19/2004,,,1
01-7782368,Carlita,Enevold,07/01/2000,hombre,Accounting," $80,034 ",4/26/2016,,,0
01-7851887,Sorcha,Agget,6/22/1967,mujer,Accounting," $167,529 ",3/13/2004,"2023-09-28 02:22:45 UTC",,1
01-7876427,Ara,Klimushev,4/29/1983,hombre,"Research and Development"," $68,245 ",12/03/2005,"2016-05-11 05:33:21 UTC",,1
01-7876988,Eilis,Cinderey,11/08/1980,hombre,Accounting," $149,710 ",11/25/2010,,,0
01-7897570,Winnie,Sheldon,07/10/1996,hombre,Engineering," $171,890 ",12/04/2006,,,1
01-8019865,Marline,Bailiss,4/18/2002,hombre,Engineering," $105,827 ",10/10/2002,,,0
01-8128449,Maryrose,Sinisbury,7/29/1968,hombre,Engineering," $178,905 ",02/01/2013,,,0
01-8146931,Walker,Antognazzi,11/05/1992,hombre,Engineering," $172,210 ",09/01/2010,,,1
01-8334686,Ermentrude,Grogan,04/12/1988,hombre,"Human Resources"," $104,362 ",10/31/2005,,,1
01-8372820,Micky,Chaffey,11/05/1979,hombre,Engineering," $130,726 ",08/02/2018,,,1
01-8402838,Abbott,Springham,3/16/1992,hombre,Accounting," $151,323 ",6/27/2016,,,0
01-8524782,Benedick,Wann,4/22/1983,hombre,Engineering," $122,766 ",5/15/2018,,,1
01-8526961,Kiley,McCarry,7/31/1982,hombre,Training," $132,522 ",5/31/2009,,,1
01-8540361,Rodi,McBeath,01/06/1969,hombre,Services," $128,491 ",2/19/2011,"2028-02-01 02:56:47 UTC",,0
01-8603287,Trenton,Chatband,3/18/1976,mujer,Engineering," $161,031 ",9/21/2008,,,0
01-8615912,Lovell,Nolton,04/03/1977,hombre,Accounting," $92,033 ",11/14/2000,,,0
01-8623808,Caryl,Dodshun,12/03/1974,mujer,Training," $119,316 ",10/12/2011,,,0
01-8636615,Kali,Duffield,5/17/1979,hombre,Support," $72,343 ",06/04/2004,,,1
01-8651064,Crin,Sculpher,12/18/2000,mujer,Legal," $150,282 ",08/07/2019,,,0
01-8688584,Jesselyn,Coggin,03/04/1991,mujer,Accounting," $159,165 ",09/11/2004,,,0
01-8774464,Lydon,Vynehall,4/15/1971,mujer,Engineering," $107,583 ",7/23/2004,,,1
01-8805399,Hunter,Learman,03/02/2001,mujer,Accounting," $152,781 ",4/20/2003,,,1
01-8840917,Rich,Horsted,4/18/1985,hombre,Engineering," $154,919 ",5/13/2015,"2020-06-03 19:22:49 UTC",,0
01-8878283,D'arcy,Rushsorth,08/04/1981,mujer,Support," $146,427 ",05/09/2016,"2016-12-15 17:05:01 UTC",,0
01-9043837,Eli,Quarrell,6/22/1989,hombre,Engineering," $180,652 ",9/28/2010,,,1
01-9079140,Brett,Trudgian,9/24/1974,hombre,Engineering," $152,602 ",5/28/2013,,,1
01-9093998,Beatrix,Youens,12/18/1997,mujer,Sales," $131,402 ",1/31/2003,,,1
01-9096171,Erwin,Licciardi,8/29/1988,hombre,Engineering," $124,657 ",11/11/2006,,,1
01-9159899,Daryle,Zanre,10/26/1978,hombre,Engineering," $181,519 ",10/02/2020,,,0
01-9288581,Candi,Waples,12/15/1965,mujer,Services," $175,957 ",5/21/2005,,,1
01-9295189,Dimitry,Manske,01/12/1987,hombre,"Research and Development"," $116,369 ",01/06/2018,,,0
01-9307405,Tabby,MacRannell,05/09/1971,hombre,Accounting," $83,805 ",8/30/2019,,,0
01-9495555,Virginie,Calverd,03/04/1969,mujer,"Human Resources"," $83,169 ",11/28/2016,"2034-09-12 21:45:33 UTC",,0
01-9513649,Sasha,Bassick,7/18/1978,hombre,"Product Management"," $78,536 ",05/08/2009,,,1
01-9513779,Sindee,Oakeby,2/25/1968,mujer,Accounting," $158,192 ",8/20/2005,,,0
01-9549593,Tad,Armitage,9/23/1972,mujer,"Business Development"," $115,729 ",07/08/2013,,,1
01-9664663,Regina,Faircliff,8/23/1975,hombre,Services," $132,183 ",8/17/2003,,,1
01-9688532,Deeanne,Laurand,03/03/1977,hombre,Accounting," $94,162 ",10/29/2011,"2024-07-07 16:10:05 UTC",,1
01-9742001,Pierette,Ramas,07/03/2002,hombre,Training," $143,952 ",07/04/2009,"2016-01-03 10:06:30 UTC",,0
01-9817509,Garret,McDougle,06/05/1998,mujer,Sales," $141,721 ",11/01/2016,,,1
01-9822993,Peta,Petkens,6/23/1979,hombre,"Business Development"," $148,242 ",9/27/2002,,,0
01-9903001,Aubrey,Clint,12/03/1966,mujer,Sales," $94,329 ",3/25/2010,,,1
01-9906674,Malcolm,Garbott,6/21/1989,mujer,Engineering," $88,323 ",11/13/2000,,,1
01-9949768,Tiff,Cayzer,3/18/1977,hombre,"Human Resources"," $130,466 ",02/10/2006,,,1
01-9957786,Blondy,Orviss,10/12/1992,hombre,"Business Development"," $156,637 ",9/16/2003,"2004-07-24 18:10:24 UTC",,1
02-0023435,Georgy,Allitt,04/12/1979,hombre,Engineering," $126,745 ",6/18/2011,"2016-06-13 13:03:21 UTC",,0
02-0157039,Meghan,Baptiste,04/07/1999,mujer,"Product Management"," $94,197 ",12/29/2001,,,1
02-0213470,Celeste,Shynn,06/09/1994,mujer,"Business Development"," $120,226 ",1/23/2015,,,0
02-0283310,Halli,McDoual,9/29/1972,hombre,"Human Resources"," $138,566 ",12/12/2001,,,1
02-0365819,Burlie,Portriss,10/28/1990,mujer,Services," $130,366 ",10/12/2002,,,0
02-0455590,Sheffield,Northey,03/05/1984,mujer,Accounting," $97,679 ",10/22/2002,,,0
02-0492717,Stormi,McIlmorie,7/23/1973,hombre,Services," $146,259 ",11/13/2002,"2010-09-28 09:44:54 UTC",,1
02-0553123,Melloney,Gooley,6/18/1992,hombre,"Human Resources"," $134,234 ",06/10/2020,,,0
02-0564663,Roselin,Bohlje,11/21/1984,mujer,Engineering," $168,501 ",11/08/2018,,,1
02-0583383,Mada,Chamberlin,1/15/1978,hombre,"Business Development"," $153,507 ",07/01/2004,,,0
02-0602046,Rafe,Marven,12/05/1974,hombre,Support," $86,948 ",01/03/2012,,,0
02-0691316,Ugo,Eake,8/20/1996,hombre,Engineering," $112,355 ",12/04/2002,,,1
02-0702454,Shayne,Banford,10/18/1990,mujer,Sales," $123,399 ",8/16/2018,,,0
02-0716914,Valerye,Whillock,04/10/1967,mujer,"Human Resources"," $172,722 ",04/05/2009,,,1
02-0731356,Fraze,Charpin,03/12/1998,hombre,Training," $147,404 ",01/07/2004,,,1
02-0895485,Maynord,Spiteri,6/21/1985,hombre,Accounting," $179,581 ",06/05/2007,,,0
02-0921000,Hall,Gallon,04/08/1988,hombre,Engineering," $94,993 ",10/05/2018,"2029-08-26 16:45:11 UTC",,1
02-0984298,Demetrius,Repp,1/30/1975,hombre,Engineering," $105,142 ",6/19/2005,"2016-04-12 15:56:23 UTC",,0
02-1060745,Rob,Tuite,10/20/1986,mujer,"Human Resources"," $166,879 ",12/27/2007,,,0
02-1061011,Esta,Crosthwaite,2/17/1986,hombre,Engineering," $138,699 ",5/16/2001,,,0
02-1115741,Barri,Seyfart,07/11/1980,mujer,Engineering," $183,815 ",2/18/2018,"2018-11-26 03:53:19 UTC",,1
02-1183833,Jania,Beacroft,3/17/1973,hombre,Accounting," $163,719 ",4/20/2017,,,1
02-1202510,Valina,Grindall,6/28/1989,hombre,"Business Development"," $86,188 ",4/30/2018,,,1
02-1226234,Elka,Casari,8/25/2001,hombre,Accounting," $109,633 ",8/17/2001,,,0
02-1272283,Benjie,Vasechkin,4/25/1990,hombre,Sales," $96,468 ",6/15/2005,"2017-12-20 14:11:12 UTC",,0
02-1399070,Sampson,Mobberley,4/30/1994,hombre,Accounting," $96,938 ",4/25/2017,,,1
02-1411026,Rollins,MacNockater,03/08/1966,hombre,Engineering," $103,165 ",08/04/2010,,,0
02-1443955,Terra,Quixley,12/02/1968,hombre,"Business Development"," $183,546 ",05/06/2008,,,1
02-1473847,Sergio,Covington,5/26/1974,hombre,"Human Resources"," $119,136 ",7/18/2003,,,0
02-1552311,Skye,Janusik,10/14/1972,hombre,Accounting," $105,419 ",1/14/2006,,,1
02-1558372,Charlotta,Wayne,2/20/2000,mujer,"Research and Development"," $174,333 ",04/04/2002,,,0
02-1638262,Kalindi,Allan,08/02/1996,mujer,Engineering," $91,970 ",10/07/2016,,,0
02-1821357,Corette,Borell,08/07/1967,hombre,Sales," $136,731 ",4/19/2008,"2012-03-13 20:49:26 UTC",,0
02-1851628,Wayne,Bilbee,04/06/1981,hombre,Engineering," $160,232 ",10/13/2010,,,0
02-2012861,Gilbertina,Deschelle,11/21/1975,mujer,"Business Development"," $102,890 ",10/18/2004,,,1
02-2016173,Irina,Sheather,5/19/1975,mujer,Accounting," $142,318 ",01/06/2006,,,0
02-2053862,Enriqueta,Preshous,02/08/1994,mujer,Accounting," $122,331 ",5/31/2019,,,1
02-2164900,Sukey,Gathercoal,09/02/1977,mujer,Training," $98,008 ",04/01/2014,,,0
02-2245469,Dunc,Stock,3/25/1991,hombre,Engineering," $151,803 ",10/08/2017,,,1
02-2264688,Gearalt,Townshend,4/30/2002,mujer,Engineering," $124,415 ",12/09/2000,,,0
02-2375359,Vinny,Hattam,3/18/1968,mujer,Sales," $176,464 ",09/12/2015,,,0
02-2394964,Aube,Sivewright,7/19/1987,hombre,Engineering," $153,951 ",11/05/2006,,,1
02-2407293,Nessie,Gane,8/21/1979,mujer,Accounting," $142,127 ",5/15/2011,,,1
02-2430950,Oralia,Siddle,03/06/1997,mujer,Accounting," $159,641 ",12/14/2001,,,1
02-2437930,Ahmed,Lerhinan,6/17/1967,hombre,Services," $81,983 ",08/02/2017,,,0
02-2477945,Marley,Mordaunt,6/20/1995,hombre,"Business Development"," $158,576 ",02/10/2003,,,1
02-2482582,Wynn,Rean,3/23/1996,mujer,Accounting," $140,287 ",12/24/2016,,,1
02-2486666,Ardene,McQuillen,09/08/1995,hombre,Accounting," $66,388 ",08/04/2008,,,0
02-2504513,Freddy,Follett,08/03/1999,mujer,Accounting," $144,620 ",11/16/2018,,,1
02-2511143,Madeleine,O'Fallone,5/26/1987,hombre,Sales," $166,269 ",06/08/2011,,,1
02-2571312,Kingsley,Chansonnau,10/21/1967,mujer,Engineering," $98,168 ",4/27/2020,,,1
02-2582947,Chic,Cassam,12/04/2001,mujer,Engineering," $123,267 ",09/01/2001,,,1
02-2631691,Nicolas,Berkery,2/18/1971,mujer,Engineering," $140,623 ",1/13/2010,,,1
02-2764484,Hanson,Felton,11/16/1993,mujer,"Business Development"," $104,215 ",04/01/2017,,,1
02-2814569,Minor,Addess,3/27/1987,hombre,"Human Resources"," $91,191 ",03/02/2003,"2014-08-29 19:21:02 UTC",,0
02-2835404,Guido,Reichardt,07/05/1989,hombre,Engineering," $103,987 ",10/22/2009,,,1
02-2843005,Margarita,Wardle,03/06/1978,mujer,Engineering," $98,626 ",09/03/2009,,,0
02-2843030,Juan,Nesby,8/24/1989,hombre,Engineering," $138,419 ",3/22/2009,,,1
02-2868677,Roth,Crocken,8/30/2000,hombre,Support," $92,814 ",1/22/2004,,,1
02-2892865,Amby,Neilus,07/06/1981,hombre,Sales," $145,096 ",1/21/2004,,,1
02-2935618,Carmela,McElvogue,11/16/1966,hombre,Engineering," $70,746 ",3/19/2005,,,0
02-3043161,Rhodia,Kildahl,08/11/1972,hombre,"Research and Development"," $121,277 ",03/11/2010,"2021-09-10 07:27:41 UTC",,1
02-3091578,Wainwright,Domesday,01/09/1971,mujer,"Human Resources"," $169,616 ",10/03/2015,,,1
02-3116857,Ronny,Reye,09/12/1985,hombre,Services," $104,329 ",5/20/2017,,,0
02-3131184,Scot,Jaan,9/29/1985,hombre,Accounting," $103,328 ",3/28/2011,,,1
02-3178366,Calvin,Brislawn,06/06/1970,hombre,Engineering," $149,065 ",10/18/2018,"2032-02-05 00:56:21 UTC",,0
